order_id,branch,product,category,quantity,unit_price,order_date,customer_email
1309,Cuttack,Keyboard,Accessories,3,871.25,2025-03-07,customer309@example.com
1174,Cuttack,Router,Electronics,3,1821.44,2025-05-25,customer174@example.com
1372,Berhampur,Laptop,Electronics,10,56451.5,2025-03-03,customer372@example.com
1465,Cuttack,Mouse,Accessories,8,545.67,2025-05-17,customer465@example.com
1223,Rourkela,Router,Electronics,8,2087.49,2025-05-19,customer223@example.com
1050,Bhubaneswar,Monitor,Electronics,9,8444.86,2025-04-25,customer50@example.com
1027,Berhampur,Tablet,Electronics,1,16082.34,2025-06-24,customer27@example.com
1177,Puri,Printer,Electronics,8,6435.67,2025-03-18,customer177@example.com
1256,Rourkela,Router,Electronics,3,1963.32,2025-01-12,customer256@example.com
1414,Sambalpur,Printer,Electronics,8,7149.47,2025-05-15,customer414@example.com
1489,Puri,External HDD,Accessories,6,3280.34,2025-03-17,customer489@example.com
1196,Berhampur,Headphones,Accessories,8,1448.94,2025-03-15,customer196@example.com
1384,Sambalpur,Laptop,Electronics,5,52971.55,2025-05-12,customer384@example.com
1276,Sambalpur,Keyboard,Accessories,1,793.29,2025-01-16,customer276@example.com
1346,Sambalpur,Keyboard,Accessories,4,748.84,2025-03-29,customer346@example.com
1199,Puri,Tablet,Electronics,1,15974.78,2025-06-18,customer199@example.com
1376,Rourkela,Tablet,Electronics,9,15021.98,2025-05-22,customer376@example.com
1424,Cuttack,Headphones,Accessories,10,1401.36,2025-06-04,customer424@example.com
1488,Cuttack,Mobile Phone,Electronics,8,17390.46,2025-06-15,customer488@example.com
1083,Puri,Router,Electronics,9,1841.12,2025-04-15,customer83@example.com
1296,Berhampur,Router,Electronics,10,2022.7,2025-06-18,customer296@example.com
1039,Berhampur,External HDD,Accessories,5,3632.91,2025-04-13,customer39@example.com
1415,Cuttack,Printer,Electronics,2,6920.34,2025-02-02,customer415@example.com
1073,Cuttack,Mobile Phone,Electronics,3,18872.7,2025-03-11,customer73@example.com
1300,Sambalpur,Mobile Phone,Electronics,4,18886.0,2025-04-07,customer300@example.com
1106,Rourkela,Tablet,Electronics,3,14919.56,2025-06-18,customer106@example.com
1436,Puri,Monitor,Electronics,3,9832.83,2025-03-25,customer436@example.com
1161,Cuttack,Smartwatch,Accessories,9,4382.12,2025-05-16,customer161@example.com
1034,Bhubaneswar,Laptop,Electronics,6,50730.54,2025-03-20,customer34@example.com
1400,Sambalpur,Headphones,Accessories,6,1553.72,2025-04-06,customer400@example.com
1336,Puri,Keyboard,Accessories,6,781.99,2025-06-23,customer336@example.com
1288,Puri,Mobile Phone,Electronics,6,18880.52,2025-02-03,customer288@example.com
1278,Puri,Webcam,Accessories,2,2012.34,2025-03-24,customer278@example.com
1143,Puri,Printer,Electronics,4,6365.65,2025-01-20,customer143@example.com
1405,Sambalpur,Monitor,Electronics,5,9893.46,2025-06-27,customer405@example.com
1475,Bhubaneswar,Headphones,Accessories,10,1382.77,2025-03-03,customer475@example.com
1023,Sambalpur,Monitor,Electronics,3,9895.19,2025-05-11,customer23@example.com
1138,Bhubaneswar,Monitor,Electronics,10,9610.61,2025-02-09,customer138@example.com
1394,Sambalpur,Laptop,Electronics,6,57494.96,2025-06-07,customer394@example.com
1290,Sambalpur,Router,Electronics,6,1848.89,2025-06-20,customer290@example.com
1354,Sambalpur,Webcam,Accessories,4,2082.96,2025-03-21,customer354@example.com
1108,Bhubaneswar,Monitor,Electronics,4,9311.03,2025-02-20,customer108@example.com
1117,Cuttack,Webcam,Accessories,8,2374.77,2025-04-26,customer117@example.com
1021,Cuttack,Headphones,Accessories,9,1423.99,2025-05-18,customer21@example.com
1270,Rourkela,Keyboard,Accessories,2,847.76,2025-06-19,customer270@example.com
1048,Berhampur,Printer,Electronics,1,6457.13,2025-06-22,customer48@example.com
1410,Rourkela,Headphones,Accessories,9,1588.11,2025-02-27,customer410@example.com
1169,Cuttack,Keyboard,Accessories,1,727.28,2025-05-22,customer169@example.com
1330,Berhampur,Tablet,Electronics,10,14653.45,2025-05-22,customer330@example.com
1530,Bhubaneswar,Tablet,Electronics,1,,2025-06-15,customer385@example.com
1510,Rourkela,Keyboard,Accessories,4,850.63,2025-05-29,customer510@example.com
1042,Rourkela,Tablet,Electronics,4,14190.34,2025-01-02,customer42@example.com
1087,Bhubaneswar,Mobile Phone,Electronics,1,17577.15,2025-05-01,customer87@example.com
1359,Rourkela,External HDD,Accessories,2,3742.12,2025-03-14,customer359@example.com
1461,Berhampur,Webcam,Accessories,3,2118.02,2025-04-16,customer461@example.com
1454,Rourkela,Webcam,Accessories,5,2291.85,2025-05-02,customer454@example.com
1028,Berhampur,Mobile Phone,Electronics,9,18654.16,2025-03-10,customer28@example.com
1243,Rourkela,Router,Electronics,5,2058.54,2025-04-23,customer243@example.com
1445,Sambalpur,Tablet,Electronics,7,14365.81,2025-05-10,customer445@example.com
1193,Bhubaneswar,Headphones,Accessories,8,1491.15,2025-03-13,customer193@example.com
1538,Cuttack,Mobile Phone,Electronics,,18208.67,2025-03-14,customer338@example.com
1430,Sambalpur,Laptop,Electronics,7,51238.88,2025-05-04,customer430@example.com
1047,Sambalpur,Mobile Phone,Electronics,7,16548.95,2025-04-01,customer47@example.com
1158,Sambalpur,Printer,Electronics,4,6485.15,2025-06-26,customer158@example.com
1512,Cuttack,Mobile Phone,Electronics,8,19750.09,2025-01-09,customer512@example.com
1332,Rourkela,Mouse,Accessories,9,510.5,2025-02-08,customer332@example.com
1334,Sambalpur,Router,Electronics,4,1869.02,2025-04-23,customer334@example.com
1041,Puri,Monitor,Electronics,6,8504.46,2025-01-06,customer41@example.com
1506,Sambalpur,Webcam,Accessories,4,2031.15,2025-05-30,customer506@example.com
1153,Berhampur,Monitor,Electronics,10,9450.86,2025-06-06,customer153@example.com
1115,Cuttack,Webcam,Accessories,9,2273.73,2025-06-02,customer115@example.com
1356,Sambalpur,Keyboard,Accessories,9,844.5,2025-05-16,customer356@example.com
1124,Rourkela,Printer,Electronics,10,6356.32,2025-06-28,customer124@example.com
1057,Rourkela,Webcam,Accessories,5,2048.11,2025-02-25,customer57@example.com
1495,Berhampur,Smartwatch,Accessories,1,4700.59,2025-03-08,customer495@example.com
1207,Bhubaneswar,External HDD,Accessories,8,3341.4,2025-05-01,customer207@example.com
1457,Bhubaneswar,Keyboard,Accessories,10,874.73,2025-05-28,customer457@example.com
1533,Sambalpur,,Electronics,6,18021.46,2025-01-04,customer147@example.com
1203,Berhampur,Webcam,Accessories,10,2033.43,2025-03-03,customer203@example.com
1492,Sambalpur,Printer,Electronics,3,6720.03,2025-02-05,customer492@example.com
1136,Berhampur,Tablet,Electronics,6,13656.26,2025-02-27,customer136@example.com
1181,Sambalpur,Tablet,Electronics,1,13725.19,2025-04-15,customer181@example.com
1417,Puri,Mouse,Accessories,9,462.83,2025-06-13,customer417@example.com
1129,Sambalpur,Mouse,Accessories,7,516.89,2025-02-12,customer129@example.com
1269,Puri,Smartwatch,Accessories,3,4052.55,2025-02-03,customer269@example.com
1317,Puri,Mobile Phone,Electronics,10,17075.94,2025-04-13,customer317@example.com
1098,Cuttack,Mobile Phone,Electronics,6,19615.95,2025-06-09,customer98@example.com
1123,Bhubaneswar,Mouse,Accessories,7,504.26,2025-01-16,customer123@example.com
1076,Rourkela,Laptop,Electronics,7,50515.28,2025-03-12,customer76@example.com
1479,Berhampur,Headphones,Accessories,8,1472.07,2025-05-03,customer479@example.com
1049,Rourkela,Router,Electronics,7,1839.37,2025-03-28,customer49@example.com
1054,Sambalpur,Headphones,Accessories,8,1471.92,2025-02-24,customer54@example.com
1091,Rourkela,Tablet,Electronics,9,14699.04,2025-03-26,customer91@example.com
1412,Puri,Mouse,Accessories,6,505.4,2025-04-30,customer412@example.com
1220,Sambalpur,Headphones,Accessories,3,1472.99,2025-01-20,customer220@example.com
1345,Cuttack,Router,Electronics,6,1969.36,2025-01-05,customer345@example.com
1357,Cuttack,Headphones,Accessories,10,1595.07,2025-02-05,customer357@example.com
1416,Puri,Router,Electronics,8,1829.67,2025-06-24,customer416@example.com
1257,Bhubaneswar,Keyboard,Accessories,2,879.35,2025-01-25,customer257@example.com
1442,Cuttack,Laptop,Electronics,7,58818.9,2025-02-04,customer442@example.com
1146,Cuttack,Laptop,Electronics,7,53319.24,2025-06-19,customer146@example.com
1535,Bhubaneswar,Router,Electronics,5,,2025-06-16,customer426@example.com
1140,Puri,Webcam,Accessories,6,2287.76,2025-02-12,customer140@example.com
1369,Rourkela,Mobile Phone,Electronics,4,18994.22,2025-03-19,customer369@example.com
1271,Cuttack,Headphones,Accessories,4,1354.46,2025-05-31,customer271@example.com
1448,Bhubaneswar,Mouse,Accessories,6,505.78,2025-02-06,customer448@example.com
1006,Cuttack,Printer,Electronics,3,6292.33,2025-02-25,customer6@example.com
1210,Rourkela,Printer,Electronics,9,6291.84,2025-03-10,customer210@example.com
1282,Berhampur,Mobile Phone,Electronics,2,19055.15,2025-06-17,customer282@example.com
1272,Berhampur,Laptop,Electronics,1,51416.71,2025-02-02,customer272@example.com
1470,Rourkela,Mouse,Accessories,5,506.05,2025-03-15,customer470@example.com
1008,Puri,Smartwatch,Accessories,1,4288.07,2025-04-28,customer8@example.com
1249,Berhampur,Headphones,Accessories,4,1576.25,2025-06-23,customer249@example.com
1514,Sambalpur,Router,Electronics,6,2185.51,2025-04-08,customer514@example.com
1247,Cuttack,Keyboard,Accessories,5,852.88,2025-05-04,customer247@example.com
1411,Rourkela,Monitor,Electronics,4,9525.72,2025-05-07,customer411@example.com
1341,Puri,Router,Electronics,7,2079.39,2025-02-03,customer341@example.com
1326,Puri,Mobile Phone,Electronics,5,17888.12,2025-03-12,customer326@example.com
1316,Sambalpur,Smartwatch,Accessories,6,4464.09,2025-01-23,customer316@example.com
1068,Cuttack,Tablet,Electronics,5,14139.46,2025-02-03,customer68@example.com
1191,Puri,Keyboard,Accessories,4,724.14,2025-06-22,customer191@example.com
1233,Rourkela,Webcam,Accessories,9,2376.53,2025-02-10,customer233@example.com
1258,Berhampur,Tablet,Electronics,8,13906.99,2025-04-05,customer258@example.com
1111,Bhubaneswar,External HDD,Accessories,7,3418.78,2025-03-04,customer111@example.com
1004,Sambalpur,Router,Electronics,7,2080.53,2025-02-26,customer4@example.com
1077,Cuttack,Laptop,Electronics,3,53169.12,2025-06-13,customer77@example.com
1362,Cuttack,Laptop,Electronics,7,54063.87,2025-05-09,customer362@example.com
1034,Bhubaneswar,Laptop,Electronics,6,50730.54,2025-03-20,customer34@example.com
1118,Sambalpur,Monitor,Electronics,5,9611.75,2025-05-14,customer118@example.com
1322,Bhubaneswar,Headphones,Accessories,3,1426.79,2025-06-04,customer322@example.com
1431,Berhampur,Monitor,Electronics,3,8712.35,2025-03-22,customer431@example.com
1070,Berhampur,Webcam,Accessories,5,2346.85,2025-06-06,customer70@example.com
1211,Berhampur,Keyboard,Accessories,10,836.17,2025-05-29,customer211@example.com
1003,Berhampur,Tablet,Electronics,9,15306.06,2025-02-20,customer3@example.com
1391,Rourkela,Headphones,Accessories,6,1513.64,2025-01-27,customer391@example.com
1024,Berhampur,Mobile Phone,Electronics,2,18920.82,2025-02-09,customer24@example.com
1342,Sambalpur,External HDD,Accessories,5,3806.6,2025-05-24,customer342@example.com
1418,Puri,Headphones,Accessories,3,1580.33,2025-04-21,customer418@example.com
1038,Puri,Tablet,Electronics,7,16117.3,2025-02-24,customer38@example.com
1433,Bhubaneswar,Mouse,Accessories,2,501.5,2025-03-23,customer433@example.com
1429,Berhampur,Router,Electronics,8,1962.44,2025-01-19,customer429@example.com
1017,Bhubaneswar,External HDD,Accessories,6,3539.86,2025-01-15,customer17@example.com
1268,Bhubaneswar,Monitor,Electronics,4,9155.49,2025-03-26,customer268@example.com
1030,Bhubaneswar,Laptop,Electronics,5,59991.98,2025-05-09,customer30@example.com
1498,Cuttack,External HDD,Accessories,2,3688.89,2025-06-13,customer498@example.com
1277,Berhampur,Printer,Electronics,2,6404.16,2025-05-06,customer277@example.com
1455,Puri,Mouse,Accessories,2,483.12,2025-04-17,customer455@example.com
1469,Sambalpur,Monitor,Electronics,8,9342.43,2025-03-23,customer469@example.com
1539,,Monitor,Electronics,2,8156.83,2025-02-18,customer460@example.com
1501,Berhampur,External HDD,Accessories,8,3534.46,2025-05-18,customer501@example.com
1279,Berhampur,Headphones,Accessories,5,1369.7,2025-06-09,customer279@example.com
1250,Rourkela,Router,Electronics,9,2191.98,2025-04-04,customer250@example.com
1071,Berhampur,Tablet,Electronics,9,13523.47,2025-03-18,customer71@example.com
1500,Sambalpur,Headphones,Accessories,10,1486.49,2025-04-06,customer500@example.com
1180,Bhubaneswar,Keyboard,Accessories,3,825.67,2025-03-03,customer180@example.com
1407,Cuttack,External HDD,Accessories,2,3461.58,2025-06-24,customer407@example.com
1375,Puri,Mobile Phone,Electronics,6,18084.54,2025-01-18,customer375@example.com
1086,Berhampur,External HDD,Accessories,5,3717.52,2025-02-10,customer86@example.com
1513,Berhampur,Printer,Electronics,3,6083.98,2025-06-14,customer513@example.com
1511,Rourkela,Laptop,Electronics,2,54160.67,2025-05-19,customer511@example.com
1378,Rourkela,Mouse,Accessories,1,475.37,2025-04-02,customer378@example.com
1328,Rourkela,Webcam,Accessories,6,1996.55,2025-03-15,customer328@example.com
1370,Rourkela,Laptop,Electronics,10,52122.83,2025-04-28,customer370@example.com
1494,Cuttack,Monitor,Electronics,5,8904.12,2025-03-26,customer494@example.com
1250,Rourkela,Router,Electronics,9,2191.98,2025-04-04,customer250@example.com
1420,Puri,Headphones,Accessories,4,1398.59,2025-03-30,customer420@example.com
1390,Puri,Mobile Phone,Electronics,2,18817.49,2025-04-21,customer390@example.com
1131,Berhampur,Smartwatch,Accessories,1,4557.95,2025-01-22,customer131@example.com
1172,Rourkela,Headphones,Accessories,5,1639.65,2025-05-03,customer172@example.com
1350,Bhubaneswar,Smartwatch,Accessories,7,4167.94,2025-02-09,customer350@example.com
1483,Sambalpur,Headphones,Accessories,1,1630.18,2025-04-12,customer483@example.com
1335,Cuttack,Tablet,Electronics,3,15068.24,2025-04-04,customer335@example.com
1281,Sambalpur,Tablet,Electronics,9,14384.69,2025-06-04,customer281@example.com
1255,Cuttack,Monitor,Electronics,8,9265.77,2025-06-29,customer255@example.com
1251,Sambalpur,Printer,Electronics,9,5868.09,2025-02-01,customer251@example.com
1388,Bhubaneswar,External HDD,Accessories,7,3457.82,2025-03-28,customer388@example.com
1235,Bhubaneswar,Printer,Electronics,8,6747.41,2025-03-19,customer235@example.com
1337,Cuttack,Laptop,Electronics,6,58181.5,2025-01-17,customer337@example.com
1200,Cuttack,Webcam,Accessories,4,2161.83,2025-05-13,customer200@example.com
1156,Rourkela,Smartwatch,Accessories,5,4681.07,2025-05-23,customer156@example.com
1302,Rourkela,Mouse,Accessories,10,527.68,2025-06-02,customer302@example.com
1427,Berhampur,Smartwatch,Accessories,1,4424.93,2025-05-08,customer427@example.com
1045,Puri,Webcam,Accessories,3,2074.26,2025-05-27,customer45@example.com
1016,Berhampur,Monitor,Electronics,7,8394.12,2025-03-11,customer16@example.com
1149,Berhampur,External HDD,Accessories,3,3257.09,2025-05-14,customer149@example.com
1226,Rourkela,Mobile Phone,Electronics,5,17797.24,2025-01-08,customer226@example.com
1046,Bhubaneswar,Webcam,Accessories,8,2086.92,2025-04-15,customer46@example.com
1423,Puri,Mobile Phone,Electronics,3,18009.26,2025-06-01,customer423@example.com
1320,Cuttack,Mobile Phone,Electronics,4,18110.18,2025-03-31,customer320@example.com
1379,Berhampur,Mouse,Accessories,2,474.11,2025-05-29,customer379@example.com
1208,Puri,Webcam,Accessories,7,2222.56,2025-02-18,customer208@example.com
1327,Sambalpur,Laptop,Electronics,2,53371.36,2025-03-21,customer327@example.com
1480,Cuttack,Monitor,Electronics,5,9460.64,2025-03-24,customer480@example.com
1100,Cuttack,Router,Electronics,7,1963.36,2025-06-28,customer100@example.com
1239,Berhampur,Smartwatch,Accessories,1,4828.56,2025-06-05,customer239@example.com
1509,Sambalpur,Tablet,Electronics,5,14887.13,2025-01-06,customer509@example.com
1429,Berhampur,Router,Electronics,8,1962.44,2025-01-19,customer429@example.com
1368,Sambalpur,Headphones,Accessories,10,1514.64,2025-05-16,customer368@example.com
1267,Puri,Headphones,Accessories,4,1586.09,2025-01-18,customer267@example.com
1315,Bhubaneswar,Keyboard,Accessories,1,738.43,2025-03-25,customer315@example.com
1367,Bhubaneswar,Laptop,Electronics,1,59464.43,2025-03-07,customer367@example.com
1477,Berhampur,Monitor,Electronics,7,8194.48,2025-03-26,customer477@example.com
1389,Cuttack,Webcam,Accessories,6,2284.51,2025-05-13,customer389@example.com
1289,Cuttack,Laptop,Electronics,9,55951.12,2025-05-24,customer289@example.com
1329,Puri,Router,Electronics,2,2145.7,2025-06-07,customer329@example.com
1245,Bhubaneswar,Mouse,Accessories,3,524.75,2025-02-21,customer245@example.com
1406,Bhubaneswar,Monitor,Electronics,2,8320.75,2025-04-26,customer406@example.com
1209,Cuttack,Tablet,Electronics,3,15738.88,2025-01-18,customer209@example.com
1248,Rourkela,External HDD,Accessories,2,3759.28,2025-04-30,customer248@example.com
1529,,Monitor,Electronics,2,9595.32,2025-03-13,customer152@example.com
1120,Puri,Keyboard,Accessories,6,757.52,2025-03-23,customer120@example.com
1194,Sambalpur,Smartwatch,Accessories,8,4442.3,2025-01-24,customer194@example.com
1216,Berhampur,External HDD,Accessories,7,3481.08,2025-04-09,customer216@example.com
1015,Berhampur,Router,Electronics,3,1828.56,2025-05-17,customer15@example.com
1310,Bhubaneswar,Mouse,Accessories,8,462.0,2025-04-21,customer310@example.com
1340,Cuttack,Mobile Phone,Electronics,3,18297.86,2025-03-31,customer340@example.com
1213,Sambalpur,Mouse,Accessories,9,483.24,2025-04-07,customer213@example.com
1490,Berhampur,Router,Electronics,3,2102.91,2025-06-06,customer490@example.com
1222,Cuttack,Mouse,Accessories,9,535.23,2025-04-08,customer222@example.com
1192,Rourkela,Smartwatch,Accessories,5,4905.71,2025-05-28,customer192@example.com
1074,Berhampur,Smartwatch,Accessories,6,4239.57,2025-02-22,customer74@example.com
1040,Rourkela,Router,Electronics,9,1949.37,2025-04-26,customer40@example.com
1386,Cuttack,Keyboard,Accessories,1,777.12,2025-06-17,customer386@example.com
1274,Puri,Mouse,Accessories,2,501.32,2025-04-26,customer274@example.com
1052,Rourkela,Webcam,Accessories,9,2335.53,2025-01-26,customer52@example.com
1195,Rourkela,Mouse,Accessories,6,490.83,2025-06-21,customer195@example.com
1523,,Smartwatch,Accessories,5,4487.97,2025-01-12,customer307@example.com
1094,Puri,External HDD,Accessories,7,3700.5,2025-06-05,customer94@example.com
